Date,AAPL,BA,BAC,CAT,CRM,FB,ICLN,MSFT,NVDA,SKYY,TAN,TSLA
2015-12-31,-0.019194951225710577,-0.012430812424537141,-0.012903228593669658,-0.010627665997202662,-0.009350491148301998,-0.014686476564356288,-0.0030396800041445626,-0.014739667214592966,-0.012878172925490095,-0.009561457675609786,0.001307297442451727,0.00806415369405511
2016-01-04,0.0008551984824398673,-0.028286966979122807,-0.023766832012748873,0.0004414081056243191,-0.021556153169823622,-0.02331360936393334,-0.009146193925120616,-0.012256815964512557,-0.0179004294158428,-0.020306157028826988,0.004242816595477983,-0.06916378006770174
2016-01-05,-0.025059350867548957,0.0040569783733577225,0.0,-0.010442529847758841,0.004432329179286487,0.004989259735277418,-0.0041026065739164785,0.004562067738665521,0.016064269120740216,-0.0020388638042297957,-0.01527468889803052,8.955770786234218e-05
2016-01-06,-0.0195698143356412,-0.01587861454051276,-0.021302561586053037,-0.015754955553454075,-0.009863752188561836,0.002336200291317647,-0.015447850640570304,-0.018165323235909914,-0.041350085329825204,-0.011576522836697078,-0.019471938981573844,-0.01964826009395293
2016-01-07,-0.0422046183667365,-0.04192192216482027,-0.03606964091603082,-0.03443084513053052,-0.026084648576331415,-0.049043439758088114,-0.03661094754816596,-0.03478255287478138,-0.03964465821287222,-0.0261796664146704,-0.09155166080741639,-0.015476570715231341
2016-01-08,0.005287614397312623,-0.022704854038213984,-0.01935491930007882,-0.010165644915609673,-0.01440107201716867,-0.006025289511062737,-0.009771943266191463,0.003066867716349453,-0.021466298261944572,-0.00884342562657836,0.011485709749369022,-0.021562723907820658
2016-01-11,0.0161925333734807,0.0016925721455358644,0.007236877448268286,-0.028756468276503466,-0.00068282192360547,0.0018493815040527828,-0.012061439883080172,-0.0005734093362990134,0.0016875180964111003,-0.002498221606730522,-0.035897417321201774,-0.014928934993492016
2016-01-12,0.014513246158937898,0.013132362355880778,0.0,0.0021147662026193004,0.01749110103797502,0.0190749725115682,-0.007769255098089678,0.00917781491863523,0.016846357689576763,0.006082404411046793,-0.02165658004034654,0.010199658154670166
2016-01-13,-0.02571029176491979,-0.02880539786677938,-0.026779999780060293,-0.011525987246902125,-0.02833737088766053,-0.039549161684117595,-0.03579402043394553,-0.021598870182237828,-0.030483760443834718,-0.028805088274139412,-0.03495142120012529,-0.04600655404131815
2016-01-14,0.02187087385941533,0.008429682122201632,0.006040548860626993,0.02266369377759636,0.009951641131833,0.030699918589949693,-0.0023201476223894124,0.02846640882483209,-0.02016411424039599,0.017209760502596483,0.006438665620500217,0.029304572371030124
2016-01-15,-0.02401541178902089,-0.02763153840136723,-0.035356968338907224,-0.02650398329979098,-0.03024495817302153,-0.034563397691854236,-0.0360466632251335,-0.03991720228217943,-0.05441231904988031,-0.025918007064903437,-0.05957620253523255,-0.0057716306637422
2016-01-19,-0.0048386183318814835,0.00342265483983506,-0.015214529649132058,-0.014030433657459374,-0.0008467055895704512,0.003053605473305243,0.0,-0.00843316065948263,0.008114916216213519,-0.007760478685702177,-0.018707537516246542,-0.0013171582283310057
2016-01-20,0.0013447558659331893,-0.03109610056361989,-0.03862348933249604,-0.003726791137042884,-0.006638435034522994,-0.009552841084424779,-0.025331827198313173,0.00454910077126347,0.005488531672805719,-0.008566076248432197,0.004332800960912486,-0.02940598276901707
2016-01-21,-0.005062412534858285,0.010316050902630991,-0.02410522495222489,0.014963452011446776,-0.011659315704185658,-0.002013723530306488,-0.009900896112411961,-0.006103680760327079,0.011644963328842906,0.0033807986663503264,0.012079397946338721,0.006391489481793355
2016-01-22,0.05316711729376067,0.00980535711552788,0.01497009643194791,0.02161161894514252,0.029348307478529678,0.04014442047879796,0.0462499810245971,0.03585581124188031,0.023381348437578442,0.020965908484180673,0.03836321897060824,0.012901906461607382
2016-01-25,-0.019522656096068958,-0.0048150328972632606,-0.0442478164535941,-0.05034448968046312,-0.022781339109564924,-0.009495612436115297,-0.01792117432421969,-0.00956218787821661,-0.0010544375210652657,-0.012101076223527185,-0.026683151812359585,-0.030461550138222715
2016-01-26,0.005530864918361189,0.03225546215720354,0.02700609653218833,0.021585355021166652,-0.0007150375239209916,0.003401651318353238,0.024331024479671948,0.007337518252181541,0.009852102204783053,0.010022212200590186,0.050189873082250536,-0.014359893115440947
2016-01-27,-0.06570665157828015,-0.08928992000289215,0.0037566427281525705,-0.014198816756592625,-0.034922031565622236,-0.029689742124260565,-0.0047507060680671565,-0.018209777469796462,-0.011846694202722996,-0.021315620621124798,-0.011244996932836648,-0.028363384386801194
2016-01-28,0.0071721159516502375,0.012266463318970189,0.012724562276396734,0.047325141692786454,-0.025804506241948966,0.15521444294109332,0.0,0.016399812643525857,-0.010930937073856062,0.003379749161591672,0.0020308484107935953,0.008666991741820063
2016-01-29,0.03454120452755349,0.01796432524135394,0.045084930889776054,0.018991555738508747,0.036078475096746665,0.02841168047639986,0.038186047082200636,0.05820226395446948,0.04420683293171579,0.021706509554777265,0.02188886050437233,0.007907302651998904
2016-02-01,-0.009348719409041584,0.011903973663523137,-0.012729913357795164,0.007390632955816212,0.005583380788183989,0.02566613739342327,0.005747156344729776,-0.0068979845871354195,0.0003413548506463471,0.004395522456414724,-0.007139918640493015,0.030020888060287465
